permit_type,accela,name,address_no,address_st,bo,zip,inspection_date,inspection_year,inspection_type,all_violations,phh_violations,critical_violations,general_violations,docket,lat,long,BIN,NTA,NTAcode
Outdoor,40426387,D.A. BEACH CLUB,665,SHORE DRIVE,BX,10465,8/19/2019,2019,Routine Inspection,1,0,0,1,,40.82858202,-73.81418515,2078407,Schuylerville-Throgs Neck-Edgewater Park,BX52
Outdoor,40426385,THE BOATYARD CONDOMINIUM,210,CARROLL STREET,BX,10464,8/19/2019,2019,Routine Inspection,1,0,0,1,,40.84616993,-73.78411805,2094261,Pelham Bay-Country Club-City Island,BX10
Outdoor,40426266,JEFFREY GARDENS APARTMENT CORP,46-40,216 STREET,QU,11361,8/19/2019,2019,Routine Inspection,1,0,0,1,,40.75829742,-73.76498408,4444170,Bayside-Bayside Hills,QN46
Outdoor,41481293,568 UNION LLC,568,UNION AVENUE,BK,11211,8/19/2019,2019,Routine Inspection,1,1,0,0,16118-19S0,40.7174829,-73.95217297,3412620,North Side-South Side,BK73
Outdoor,41598464,PHILIP HOWARD APARTMENTS TENANTS CORP,1655,FLATBUSH AVENUE,BK,11210,8/19/2019,2019,Routine Inspection,1,0,0,1,,40.63008863,-73.94475671,3206459,Flatlands,BK58
Outdoor,40426332,NYCP&R / VAN CORTLANDT,0,242 STREET & BROADWAY,BX,10471,8/19/2019,2019,Re-Inspection,1,0,0,1,,40.89405144,-73.89649149,,,
Indoor,50040041,B3ACQ LLC,139,WEST 32 STREET,MA,10001,8/20/2019,2019,Re-Inspection,1,1,0,0,11869-19S2,40.74901605,-73.98990889,1015191,Midtown-Midtown South,MN17
Outdoor,50049693,LTF CLUB OPERATIONS COMPANY INC,605,WEST 42 STREET,MA,10036,8/20/2019,2019,Re-Inspection,1,0,1,0,14905-19S1,40.76095345,-73.99861746,1089438,Clinton,MN15
Indoor,40905285,EUN SUNG INC. DBA SILVER STAR SPA,6,WEST 48 STREET,MA,10036,8/20/2019,2019,Routine Inspection,1,0,0,1,,40.75741893,-73.97846525,1034487,Midtown-Midtown South,MN17
Outdoor,40425978,LAWRENCE LEVINE & LEONARD FRANKEL,3135,JOHNSON AVENUE,BX,10463,8/20/2019,2019,Routine Inspection,1,0,0,1,,40.88260697,-73.91080503,2083422,Spuyten Duyvil-Kingsbridge,BX29
Outdoor,40426274,MANOR TOWERS OWNERS COR,3671,HUDSON MANOR TERRACE,BX,10463,8/20/2019,2019,Routine Inspection,1,0,0,1,,40.88781469,-73.91574926,2085874,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,41109090,WESTMINSTER APARTMENTS LLC,405,WESTMINSTER ROAD,BK,11218,8/20/2019,2019,Routine Inspection,1,1,0,0,16204-19S0,40.63902867,-73.9668438,3118652,Flatbush,BK42
Outdoor,50042566,UNITED TALMUDICAL ACADEMY OF BORO PARK,5301,14 AVENUE,BK,11219,8/20/2019,2019,Routine Inspection,1,0,1,0,16849-19S0,40.63136155,-73.99232617,3139072,Borough Park,BK88
Outdoor,40641676,1360 OCEAN PARKWAY OWNERS CORP,1360,OCEAN PARKWAY,BK,11230,8/20/2019,2019,Routine Inspection,1,0,0,1,,40.61561623,-73.96885812,3172890,Ocean Parkway South,BK46
Outdoor,41678253,OCEAN TERRACE OWNERS INC.,2650,OCEAN PARKWAY,BK,11235,8/20/2019,2019,Routine Inspection,1,0,0,1,,40.58545858,-73.96643847,3196066,Gravesend,BK26
Outdoor,40426273,ATLANTIC TOWERS APT CORPORATION,1213,AVENUE Z,BK,11235,8/20/2019,2019,Routine Inspection,1,0,0,1,,40.58764587,-73.95728883,3203890,Homecrest,BK25
Outdoor,40426105,DONALD-BETTY LENTNEK/GRECIAN GARDEN,3030,EMMONS AVENUE,BK,11235,8/20/2019,2019,Routine Inspection,1,0,0,1,,40.58391231,-73.93788633,3248031,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Indoor,50092102,"PARKER57, LLC",118,WEST 57 STREET,MA,10019,8/21/2019,2019,Routine Inspection,1,1,0,0,16312-19S0,40.76465678,-73.97803331,1023455,Midtown-Midtown South,MN17
Outdoor,40425985,BAY TERRACE COUNTRY CLUB INC,217-14,24 AVENUE,QU,11360,8/21/2019,2019,Routine Inspection,1,0,0,1,,40.78118686,-73.7722078,4133702,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,40426267,CHATEAU VILLA CORP,400,MARYLAND AVENUE,SI,10305,8/21/2019,2019,Routine Inspection,1,0,0,1,,40.60916557,-74.07392868,5127032,Stapleton-Rosebank,SI37
Outdoor,40590551,LISK AVE DEVELOPMENT CORP,464,LISK AVENUE,SI,10303,8/21/2019,2019,Routine Inspection,1,0,0,1,,40.62269352,-74.16459843,,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12
Outdoor,41678870,385 WEST 12TH STSREET CONDOMINIUM,385,WEST 12 STREET,MA,10014,8/22/2019,2019,Routine Inspection,1,0,0,1,,40.73755951,-74.00889856,1087979,West Village,MN23
Outdoor,40426171,EL CARIBE,5945,STRICKLAND AVENUE,BK,11234,8/22/2019,2019,Routine Inspection,1,0,0,1,,40.60865231,-73.91428056,3238580,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45
Outdoor,41591390,M & R MANAGEMENT CO INC,2365,EAST 13 STREET,BK,11229,8/22/2019,2019,Routine Inspection,1,0,0,1,,40.59286092,-73.95715586,3201796,Homecrest,BK25
Outdoor,40425977,GREAT KILLS SWIM CLUB INC,27,NAHANT STREET,SI,10308,8/22/2019,2019,Routine Inspection,1,0,0,1,,40.55906885,-74.14671684,5107650,Great Kills,SI54
Outdoor,40708705,ESSEX PARK HOMEOWNERS ASSOCIATION,80,WELLINGTON COURT,SI,10314,8/22/2019,2019,Routine Inspection,1,0,0,1,,40.58116459,-74.15694644,5152922,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,40426269,ASSOCIATED YM-YWHA'S OF GREATER NY,212-00,23 AVENUE,QU,11360,8/23/2019,2019,Routine Inspection,1,0,0,1,,40.78143995,-73.77810714,4132408,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,41653669,BLDG HH SUPERIOR LLC,245-20,GRAND CENTRAL PARKWAY,QU,11426,8/25/2019,2019,Routine Inspection,1,0,0,1,,40.75019391,-73.72733271,4456352,Glen Oaks-Floral Park-New Hyde Park,QN44
Indoor,41419392,THE DOWNTOWN CONDOMINIUM,15,BROAD STREET,MA,10005,8/26/2019,2019,Re-Inspection,1,0,0,1,,40.70652425,-74.01102242,1078988,Battery Park City-Lower Manhattan,MN25
Outdoor,41728271,MARINA TOWER ASSOCIATES L.P.,375,SOUTH END AVENUE,MA,10280,8/26/2019,2019,Re-Inspection,1,0,0,1,,40.71123644,-74.01592521,1083375,Battery Park City-Lower Manhattan,MN25
Outdoor,50015238,EXTELL 4110 LLC,555,10 AVENUE,MA,10018,8/26/2019,2019,Routine Inspection,1,0,1,0,16521-19S0,40.7588811,-73.99602216,1089722,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Outdoor,50050908,SECTION THREE SP INC,98-32,57 AVENUE,QU,11368,8/26/2019,2019,Re-Inspection,1,0,0,1,,40.73802752,-73.86114389,4047322,Corona,QN25
Indoor,41380940,OLIVE PARK CONDOMINIUM,100,MASPETH AVENUE,BK,11211,8/26/2019,2019,Routine Inspection,1,0,1,0,16576-19S0,40.71599734,-73.93922013,3070234,East Williamsburg,BK90
Outdoor,50075128,180 WATER LLC,180,WATER STREET,MA,10038,8/27/2019,2019,Routine Inspection,1,0,0,1,,40.70677993,-74.00511448,1001134,Battery Park City-Lower Manhattan,MN25
Outdoor,41555168,AI 88 LEONARD LLC CO ROSE ASSOCIATES INC,88,LEONARD STREET,MA,10013,8/27/2019,2019,Routine Inspection,1,0,0,1,,40.71715517,-74.00467879,1087082,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,40787335,89TH & MADISON OWNER'S CORP,45,EAST 89 STREET,MA,10128,8/27/2019,2019,Routine Inspection,1,0,1,0,16634-19S0,40.78286231,-73.95709452,1046972,Upper East Side-Carnegie Hill,MN40
Outdoor,40426025,ALDER BROOK ASSOCIATION INC,4713,INDEPENDENCE AVENUE,BX,10471,8/27/2019,2019,Re-Inspection,1,1,0,0,15110-19S1,40.89519487,-73.9115983,,North Riverdale-Fieldston-Riverdale,BX22
Indoor,40425642,THE FITNESS PLACE BAYRIDGE INC,430,89 STREET,BK,11209,8/27/2019,2019,Re-Inspection,1,0,1,0,15339-19S1,40.6202034,-74.02872699,3154220,Bay Ridge,BK31
Outdoor,40425458,THE SEAGATE ASSOCIATION,3700,SURF AVENUE,BK,11224,8/27/2019,2019,Re-Inspection,1,0,0,1,,40.57352363,-74.00293728,3189354,Seagate-Coney Island,BK21
Outdoor,40749784,TOWN & COUNTRY VILLAS HOA,41,COUNTRY DRIVE EAST,SI,10314,8/27/2019,2019,Re-Inspection,1,0,1,0,15495-19S1,40.58739771,-74.16306015,5132299,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,40426130,VILLAGE GREENS RESIDENTS ASSOC INC,145,CARLYLE GREEN,SI,10312,8/27/2019,2019,Routine Inspection,1,0,0,1,,40.55439565,-74.19866639,,,
Outdoor,40750036,PARK CITY 3 & 4 APT INC,98-00,62 DRIVE,QU,11374,8/28/2019,2019,Re-Inspection,1,0,1,0,13312-19S2,40.73305494,-73.85965686,4440231,Rego Park,QN18
Indoor,41581032,THE 1 NORTHSIDE PIERS CONDOMINIUM,1,NORTHSIDE PIERS,BK,11211,8/28/2019,2019,Re-Inspection,1,0,1,0,15808-19S1,40.71921374,-73.96418832,3391008,North Side-South Side,BK73
Outdoor,40426341,NYCP&R / ASTORIA POOL,0,19 STREET & 23 DRIVE,QU,11105,8/28/2019,2019,Routine Inspection,1,0,1,0,,40.77730546,-73.92279682,,,
Outdoor,41596291,THE ST TROPEZ CONDOMINIUM,340,EAST 64 STREET,MA,10065,8/29/2019,2019,Re-Inspection,1,0,0,1,,40.76328538,-73.96103475,1044390,Lenox Hill-Roosevelt Island,MN31
Outdoor,40963258,KENNEDY HOUSE OWNERS INC,110-11,QUEENS BOULEVARD,QU,11375,8/29/2019,2019,Re-Inspection,1,0,0,1,,40.7199154,-73.84050692,4052585,Forest Hills,QN17
Outdoor,50036746,96 WYTHE ACQUISITION LLC,96,WYTHE AVENUE,BK,11249,8/29/2019,2019,Routine Inspection,1,0,1,0,16801-19S0,40.72148169,-73.95833192,3425311,North Side-South Side,BK73
Outdoor,40426170,ARMSTRONG ASSOCIATES ARMSTRONG GARDENS,890,ARMSTRONG AVENUE,SI,10308,8/29/2019,2019,Routine Inspection,1,0,0,1,,40.55612897,-74.16115182,5112301,Great Kills,SI54
Outdoor,40426290,CAPTAINS QUARTERS HOMEOWNERS ASS INC,92,ADMIRALTY LOOP,SI,10309,8/29/2019,2019,Routine Inspection,1,0,0,1,,40.51411898,-74.20305972,,Annadale-Huguenot-Prince's Bay-Eltingville,SI01
Outdoor,41109090,WESTMINSTER APARTMENTS LLC,405,WESTMINSTER ROAD,BK,11218,8/30/2019,2019,Re-Inspection,1,0,0,1,,40.63902867,-73.9668438,3118652,Flatbush,BK42
Indoor,41377297,425 FIFTH AVENUE CONDOMINIUM LLC,425,5 AVENUE,MA,10016,8/31/2019,2019,Routine Inspection,1,0,0,1,,40.75089252,-73.98213073,1085975,Murray Hill-Kips Bay,MN20
Indoor,41547586,HUNTINGTON FIT CORP,26-50,BROOKLYN QUEENS EXWY,QU,11377,8/31/2019,2019,Re-Inspection,1,0,0,1,,40.76165283,-73.90214886,4022555,Woodside,QN63
Outdoor,50050094,VARUNA BOAT CLUB,2806,EMMONS AVENUE,BK,11235,8/31/2019,2019,Routine Inspection,1,0,0,1,,40.58382314,-73.94053974,3248024,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Indoor,50056912,"BLDG 44 DEVELOPERS, LLC",222,EAST 44 STREET,MA,10017,9/3/2019,2019,Routine Inspection,1,0,0,1,,40.75176078,-73.97282218,1000000,Turtle Bay-East Midtown,MN19
Indoor,41511667,RISINGSAM DITMARS LLC,144-02,135 AVENUE,QU,11436,9/4/2019,2019,Routine Inspection,1,0,0,1,,40.66828141,-73.7959897,4262620,Baisley Park,QN76
Indoor,40425663,MARINER'S COVE SITE K ASSOCIATES TERRACE C / TERRACE CLUB,380,RECTOR PLACE,MA,10280,9/5/2019,2019,Complaint Inspection,1,0,0,1,,40.70930385,-74.0177643,1000544,Battery Park City-Lower Manhattan,MN25
Indoor,41234907,ETHICAL CULTURE FIELDSTON SCHOOL,3901,FIELDSTON ROAD,BX,10471,9/5/2019,2019,Routine Inspection,1,0,0,1,,40.8904254,-73.90575625,2096805,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,50073992,SOHO DUMBO LLC,55,WATER STREET,BK,11201,9/5/2019,2019,Routine Inspection,1,0,1,0,17144-19S0,40.70329391,-73.99204736,3000019,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,40425787,NYCP&R / ST. MARY'S,450,ST. ANNE STREET,BX,10454,9/5/2019,2019,Routine Inspection,1,0,1,0,,40.81151809,-73.91391154,,,
Indoor,50092102,"PARKER57, LLC",118,WEST 57 STREET,MA,10019,9/6/2019,2019,Re-Inspection,1,0,0,1,,40.76465678,-73.97803331,1023455,Midtown-Midtown South,MN17
Indoor,41453186,YMCA OF GREATER NEW YORK,207,BEACH 73 STREET,QU,11692,9/9/2019,2019,Routine Inspection,1,0,0,1,,40.589438,-73.80106334,4594499,Hammels-Arverne-Edgemere,QN12
Indoor,50094113,BSC OWNER LLC,1540,VAN SICLEN AVENUE,BK,11239,9/9/2019,2019,Routine Inspection,1,0,0,1,,40.64820703,-73.87761285,3343608,Starrett City,BK93
Indoor,40425544,CONCORDE HEALTH CLUB CORP,220,EAST 65 STREET,MA,10021,9/10/2019,2019,Routine Inspection,1,1,0,0,17385-19S0,40.76502078,-73.96319251,1043869,Lenox Hill-Roosevelt Island,MN31
Indoor,40425806,NYC BD OF ED/LONG ISLAND CITY HIGH SCHOOL,14-30,BROADWAY,QU,11106,9/10/2019,2019,Routine Inspection,1,0,0,1,,40.76581945,-73.93279916,4467709,Astoria,QN70
Indoor,40425768,SHORE TOWERS CONDOMINIUM POOL,25-40,SHORE BOULEVARD,QU,11102,9/10/2019,2019,Routine Inspection,1,0,0,1,,40.77579422,-73.92878492,4438544,Old Astoria,QN71
Indoor,40425760,QUEENSBOROUGH COMMUNITY COLLEGE,221-05,56 AVENUE,QU,11364,9/10/2019,2019,Routine Inspection,1,0,0,1,,40.75362121,-73.75748951,4439435,Oakland Gardens,QN42
Indoor,40425459,VILLAGE EAST TOWERS INC.,411,EAST 10 STREET,MA,10009,9/18/2019,2019,Re-Inspection,1,1,0,0,17184-19S1,40.72562055,-73.97690975,1078024,Lower East Side,MN28
Indoor,50042708,24 HOUR FITNESS USA INC,2503,GRAND CONCOURSE,BX,10468,9/18/2019,2019,Routine Inspection,1,0,1,0,18114-19S0,40.86274274,-73.89692363,2013811,Bedford Park-Fordham North,BX05
Indoor,40425674,STRAND CONDOMINIUM ASSOC,500,WEST 43 STREET,MA,10036,9/23/2019,2019,Routine Inspection,1,0,0,1,,40.76033304,-73.99509437,1076215,Clinton,MN15
Indoor,41699336,"V111-HOTEL 11 TRIBECA HOLDINGS, LLC",20,WEST 53 STREET,MA,10019,9/23/2019,2019,Routine Inspection,1,0,0,1,,40.76096491,-73.9771718,1089376,Midtown-Midtown South,MN17
Indoor,41737988,SECOND AVENUE SOLOW DEVELOPMENT CORPORATION,1113,YORK AVENUE,MA,10065,9/23/2019,2019,Routine Inspection,1,0,0,1,,40.7593762,-73.95920693,1045277,Lenox Hill-Roosevelt Island,MN31
Indoor,50012949,855 MRU LLC,855,6 AVENUE,MA,10001,9/24/2019,2019,Routine Inspection,1,1,0,0,18519-19S0,40.74742406,-73.98951936,1088841,Midtown-Midtown South,MN17
Indoor,41407423,220 RIVERSIDE BLVD AT TRUMP PLACE CONDOMINIUM,220,RIVERSIDE BOULEVARD,MA,10069,9/24/2019,2019,Routine Inspection,1,0,0,1,,40.77968303,-73.98788218,1086065,Lincoln Square,MN14
Indoor,50064028,EQUINOX BEDFORD AVENUE INC,246,BEDFORD AVENUE,BK,11249,9/24/2019,2019,Routine Inspection,1,0,1,0,18546-19S0,40.71584723,-73.95986496,3062367,North Side-South Side,BK73
Indoor,50033544,FITNESS INTERNATIONAL LLC,78-04,S CONDUIT AVENUE,QU,11414,9/25/2019,2019,Complaint Re-inspection,1,0,0,1,,40.67300519,-73.85777933,,,
Indoor,41379371,TGA II LLC,420,PARK AVENUE SOUTH,MA,10016,9/27/2019,2019,Routine Inspection,1,0,0,1,,40.74379755,-73.98373857,1088542,Midtown-Midtown South,MN17
Indoor,40425749,CUNY AT THE BOROUGH OF MANHATTAN COMMUNITY COLLEGE,199,CHAMBERS STREET,MA,10013,10/1/2019,2019,Routine Inspection,1,0,1,0,,40.71683075,-74.01211717,1066406,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50019202,250 WEST STREET CONDOMINIUM,250,WEST STREET,MA,10013,10/1/2019,2019,Routine Inspection,1,0,0,1,,40.7216973,-74.01131716,1002814,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,41205952,EQUINOX 568 BROADWAY INC,69,PRINCE STREET,MA,10012,10/1/2019,2019,Routine Inspection,1,0,1,0,18990-19S0,40.72393481,-73.9970705,1007942,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,40545376,HOTEL 57 L.L.C.,57,EAST 57 STREET,MA,10022,10/1/2019,2019,Routine Inspection,1,0,0,1,,40.76205064,-73.97179277,1077862,Midtown-Midtown South,MN17
Indoor,40425712,NYC BD OF ED/WALTON HIGH SCHOOL,2780,RESERVOIR AVENUE,BX,10468,10/2/2019,2019,Routine Inspection,1,0,0,1,,40.87028649,-73.89830757,2015241,Van Cortlandt Village,BX28
Indoor,40425718,NYC BD OF ED/P.S. 32,690,EAST 183 STREET,BX,10458,10/2/2019,2019,Routine Inspection,1,0,1,0,,40.8520855,-73.88588995,2012409,Belmont,BX06
Indoor,41109531,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1466,MANOR ROAD,SI,10314,10/2/2019,2019,Complaint Inspection,1,0,0,1,,40.59444682,-74.12567653,5141743,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Indoor,41365725,SPA CASTLE INC,11-Nov,131 STREET,QU,11356,10/3/2019,2019,Re-Inspection,1,0,1,0,17966-19S1,40.78749256,-73.83735071,,,
Indoor,40818569,RIVER PLACE I LLC,1,RIVER PLACE,MA,10036,10/7/2019,2019,Routine Inspection,1,0,0,1,,40.76160671,-74.0002202,1085803,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,41333858,WELLINGTON TOWERS CONDO,350,EAST 82 STREET,MA,10028,10/7/2019,2019,Re-Inspection,1,0,0,1,,40.77477168,-73.95243134,1087342,Yorkville,MN32
Indoor,41667414,WINDERMERE OWNERS LLC,666,WEST END AVENUE,MA,10025,10/7/2019,2019,Routine Inspection,1,0,0,1,,40.79302589,-73.97481689,1033609,Upper West Side,MN12
Indoor,41581032,THE 1 NORTHSIDE PIERS CONDOMINIUM,1,NORTHSIDE PIERS,BK,11211,10/7/2019,2019,Re-Inspection,1,0,1,0,15808-19S2,40.71921374,-73.96418832,3391008,North Side-South Side,BK73
Indoor,40998755,EQUINOX COLUMBUS CENTRE INC,10,COLUMBUS CIRCLE,MA,10019,10/10/2019,2019,Complaint Inspection,1,0,0,1,,40.76823668,-73.98233906,1026318,Lincoln Square,MN14
Indoor,40425430,YMCA OF GREATER NEW YORK,238-10,HILLSIDE AVENUE,QU,11426,10/11/2019,2019,Re-Inspection,1,0,0,1,,40.73337236,-73.72667654,4438355,Bellerose,QN43
Indoor,41415766,ONE UNION SQUARE EAST CONDOMINIUM,1,IRVING PLACE,MA,10003,10/15/2019,2019,Routine Inspection,1,0,1,0,19784-19S0,40.73406522,-73.98871321,1083247,Gramercy,MN21
Indoor,40425683,CORINTHIAN CONDOMINIUM HEALTH CLUB,330,EAST 38 STREET,MA,10016,10/15/2019,2019,Routine Inspection,1,0,0,1,,40.74673511,-73.97274123,1076166,Murray Hill-Kips Bay,MN20
Indoor,40425707,NYC BD OF ED/EVANDER CHILDS HIGH SCHOOL,800,EAST GUN HILL ROAD,BX,10467,10/15/2019,2019,Routine Inspection,1,0,0,1,,40.87594666,-73.8619685,2057045,Williamsbridge-Olinville,BX44
Indoor,40425714,NYC BD OF ED/HARRY S. TRUMAN HIGH SCHOOL,750,BAYCHESTER AVENUE,BX,10475,10/15/2019,2019,Routine Inspection,1,0,0,1,,40.87408429,-73.83390181,2116159,Co-op City,BX13
Indoor,41466341,ROC-LE TRIOMPHE ASSOCIATE LLC,245,EAST 58 STREET,MA,10022,10/16/2019,2019,Routine Inspection,1,0,0,1,,40.76046533,-73.96594566,1038634,Turtle Bay-East Midtown,MN19
Indoor,50010008,SPA CASTLE PREMIER 57 INC,115,EAST 57 STREET,MA,10022,10/16/2019,2019,Re-Inspection,1,0,1,0,18752-19S1,40.76129263,-73.96999542,1036926,Turtle Bay-East Midtown,MN19
Indoor,40425812,CHURCH IN THE GARDENS COM. HOUSE,15,BORAGE PLACE,QU,11375,10/18/2019,2019,Routine Inspection,1,0,0,1,,40.71613101,-73.84097776,4437655,Forest Hills,QN17
Indoor,41411189,455 CENTRAL PARK WEST CONDOMINIUM,455,CENTRAL PARK WEST,MA,10025,10/23/2019,2019,Routine Inspection,1,0,1,0,20380-19S0,40.79793208,-73.96011506,1081578,Upper West Side,MN12
Indoor,50038488,24 HOUR FITNESS USA INC,245-24,HORACE HARDING EXPRESSWAY,QU,11363,10/25/2019,2019,Re-Inspection,1,0,1,0,18581-19S2,40.75968106,-73.73369737,4171723,Douglas Manor-Douglaston-Little Neck,QN45
Indoor,40425769,THE MONTEREY/ SPORTS CLUB,175,EAST 96 STREET,MA,10128,10/28/2019,2019,Routine Inspection,1,0,0,1,,40.78544771,-73.94993202,1082901,East Harlem South,MN33
Indoor,40425724,NYC BD OF ED/GEORGE WASHINGTON H.S.,549,AUDUBON AVENUE,MA,10040,10/29/2019,2019,Routine Inspection,1,0,0,1,,40.85584913,-73.92711914,1076751,Washington Heights North,MN35
Indoor,40425717,NYC BD OF ED/ P.S. 70,1691,WEEKS AVENUE,BX,10457,10/29/2019,2019,Re-Inspection,1,0,1,0,,40.84424684,-73.90761462,2007387,Mount Hope,BX41
Indoor,40425534,CLARIDGE HOUSE LLC,201,EAST 87 STREET,MA,10128,10/30/2019,2019,Routine Inspection,1,0,0,1,,40.77935572,-73.95315021,1048809,Yorkville,MN32
Indoor,40425419,CONGREGATION BETH ELOHIM,274,GARFIELD PLACE,BK,11215,10/30/2019,2019,Routine Inspection,1,0,1,0,20932-19S0,40.67089745,-73.97415662,3025118,Park Slope-Gowanus,BK37
Indoor,40425406,JEWISH COM. HOUSE - BENSONHURST INC,7802,BAY PARKWAY,BK,11214,10/30/2019,2019,Routine Inspection,1,0,0,1,,40.6063618,-73.98923547,3162352,Bensonhurst West,BK28
Indoor,40425502,UNITED CEREBRAL PALSEY OF NEW YORK,175,LAWRENCE AVENUE,BK,11230,11/1/2019,2019,Routine Inspection,1,0,0,1,,40.63079327,-73.97331116,3328479,Flatbush,BK42
Indoor,40425711,NYC BD OF ED/SEWARD PARK HIGH SCHOOL,350,GRAND STREET,MA,10002,11/4/2019,2019,Routine Inspection,1,0,0,1,,40.71734144,-73.98959626,1005283,Chinatown,MN27
Indoor,40425778,NYCP&R / CARMINE STREET/ D'Apolito cntr,1,CLARKSON STREET,MA,10014,11/4/2019,2019,Routine Inspection,1,0,0,1,,40.72936112,-74.00548424,1088894,West Village,MN23
Indoor,40425811,RIVERS BEND POOL CLUB INC,501,EAST 87 STREET,MA,10128,11/4/2019,2019,Routine Inspection,1,1,0,0,21225-19S0,40.77645425,-73.94627043,1051312,Yorkville,MN32
Indoor,50011283,TSI WEST END LLC,75,WEST END AVENUE,MA,10023,11/4/2019,2019,Complaint Inspection,1,0,0,1,,40.77421287,-73.98923712,1088686,Lincoln Square,MN14
Indoor,40425776,EDUCATIONAL INSTITUTE OHELEI TORAH OF BROOKLYN INC.,667,EASTERN PARKWAY,BK,11213,11/4/2019,2019,Routine Inspection,1,0,1,0,21237-19S0,40.66962788,-73.94620541,3032753,Crown Heights North,BK61
Indoor,41269465,L. A. FITNESS INTERNATIONAL LLC,145,EAST SERVICE ROAD,SI,10314,11/4/2019,2019,Re-Inspection,1,0,0,1,,40.58787645,-74.19237208,5107392,New Springville-Bloomfield-Travis,SI05
Indoor,50049401,150 CHARLES STREET CONDOMINIUM,150,CHARLES STREET,MA,10014,11/7/2019,2019,Routine Inspection,1,0,0,1,,40.73402701,-74.00881149,1089743,West Village,MN23
Indoor,41232318,METROPOLITAN SUTTON ASSOCIATES LLC./ SUTTON PLACE,330,EAST 56 STREET,MA,10022,11/7/2019,2019,Routine Inspection,1,0,0,1,,40.75825823,-73.96492527,1039974,Turtle Bay-East Midtown,MN19
Indoor,50038486,24 HOUR FITNESS USA INC,1921,86 STREET,BK,11214,11/7/2019,2019,Re-Inspection,1,0,1,0,20599-19S1,40.605602,-73.99990997,3165822,Bensonhurst West,BK28
Indoor,40425802,92ND REALITY CO./THE BRITTANY,441,EAST 92 STREET,MA,10128,11/8/2019,2019,Routine Inspection,1,0,0,1,,40.78001357,-73.94496043,1050763,Yorkville,MN32
Indoor,50051150,56TH AND PARK (NY) OWNER LLC,432,PARK AVENUE,MA,10022,11/13/2019,2019,Routine Inspection,1,0,0,1,,40.76103492,-73.97117593,1088817,Midtown-Midtown South,MN17
Indoor,40425803,PROMENADE CONDOMINIUM,530,EAST 76 STREET,MA,10021,11/13/2019,2019,Routine Inspection,1,0,1,0,21814-19S0,40.76907023,-73.9510094,1072696,Lenox Hill-Roosevelt Island,MN31
Indoor,41062035,THE ALEXANDRIA CONDOMINIUM,201,WEST 72 STREET,MA,10023,11/13/2019,2019,Routine Inspection,1,0,0,1,,40.77894673,-73.98241203,1077846,Lincoln Square,MN14
Indoor,41312040,WOORI SAUNA,157-16B,NORTHERN BOULEVARD,QU,11354,11/13/2019,2019,Re-Inspection,1,0,0,1,,40.76370229,-73.80799894,4119353,Murray Hill,QN51
Indoor,40425688,NYC BD OF ED/GROVER CLEVELAND HIGH SCHOOL,21-27,HIMROD STREET,QU,11385,11/13/2019,2019,Routine Inspection,1,0,0,1,,40.71102563,-73.90881356,4080227,Ridgewood,QN20
Indoor,40832887,BROOKDALE LIVING COMMUNITIES OF NEW YORK -BP,455,NORTH END AVE,MA,10282,11/18/2019,2019,Routine Inspection,1,1,0,0,22121-19S0,40.71737672,-74.01416627,1085815,Battery Park City-Lower Manhattan,MN25
Indoor,40425841,CATHEDRAL COLLEGE IMMACULATE CONCEPTION,72-00,DOUGLASTON PARKWAY,QU,11362,11/19/2019,2019,Routine Inspection,1,0,0,1,,40.74685836,-73.735261,4172700,Douglas Manor-Douglaston-Little Neck,QN45
Indoor,50038486,24 HOUR FITNESS USA INC,1921,86 STREET,BK,11214,11/21/2019,2019,Re-Inspection,1,0,1,0,20599-19S2,40.605602,-73.99990997,3165822,Bensonhurst West,BK28
Indoor,40832162,THE COLLEGE OF STATEN ISLAND CUNY,2800,VICTORY BOULEVARD,SI,10314,11/21/2019,2019,Routine Inspection,1,0,0,1,,40.60884522,-74.15333461,5000000,New Springville-Bloomfield-Travis,SI05
